Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13	V14
Seq_579	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS07	NA	NA	NA	100	82	82	82	82	82	82
Seq_580	k__Fungi	NA	NA	NA	NA	NA	NA	100	39	24	12	6	6	6
Seq_581	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	58	27	9	9	9	9
Seq_582	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	NA	NA	100	100	97	96	86	76	76
Seq_583	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__expansum	100	100	100	100	100	100	100
Seq_584	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	s__tenuipes	100	100	100	100	100	100	100
Seq_585	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__armoraciae	100	100	100	100	100	100	94
Seq_586	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	100	100	100	98
Seq_587	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__capitatum	100	100	100	100	100	100	100
Seq_588	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA	100	100	96	96	90	90	77
Seq_589	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Paramyrothecium	NA	100	100	100	100	97	52	36
Seq_590	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__antarctica	100	100	100	100	100	100	100
Seq_591	k__Fungi	NA	NA	NA	NA	NA	NA	100	49	7	7	7	7	7
Seq_592	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	56	56	56	56	38	38
Seq_593	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	100	100	100	60	60
Seq_594	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cladorrhinum	s__flexuosum	100	100	100	100	100	100	100
Seq_595	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	100	100	100	27	27	27
Seq_596	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Pseudaleuria	NA	100	100	100	100	100	100	100
Seq_597	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	76	21	21	21	14	14
Seq_598	k__Fungi	NA	NA	NA	NA	NA	NA	100	34	20	10	10	10	10
Seq_599	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	51	23	23	20	20	11
Seq_600	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Waitea	s__circinata	100	100	100	100	100	100	100
Seq_601	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA	100	90	90	90	44	32	32
Seq_602	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	50	50	50	50	25	25
Seq_603	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__caledonium	100	96	96	96	96	96	96
Seq_604	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Botryotrichum	s__atrogriseum	100	100	87	87	87	86	80
Seq_605	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenales_fam_Incertae_sedis	g__Chrysosporium	s__merdarium	100	100	100	100	100	100	100
Seq_606	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	98	80	68	58	58	58
Seq_607	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Bipolaris	NA	100	100	100	100	100	99	43
Seq_608	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__solani	100	100	100	100	99	99	94
Seq_609	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA	100	60	58	34	34	34	34
Seq_610	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	50	10	10	10	10	10
Seq_611	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	100	92	91	91	24	24
Seq_612	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Achroiostachys	s__humicola	100	100	100	100	100	100	52
Seq_613	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	NA	100	100	94	94	91	53	5
Seq_614	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	99	90	66	63	36	29
Seq_615	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	NA	100	100	100	64	64	64	45
Seq_616	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Stilbella	s__byssiseda	100	100	100	100	57	53	53
Seq_617	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	91	28	14	14	14	14
Seq_618	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Volutella	NA	100	100	99	99	85	85	70
Seq_619	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Krasilnikovozyma	s__huempii	100	100	100	100	100	100	76
Seq_620	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	80	42	20	18	12	12
Seq_621	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiotremataceae	g__Lophiotrema	s__rubi	100	100	100	99	99	99	99
Seq_622	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	92	68	32	32	11	8
Seq_623	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	87	21	8	7	7	7
Seq_624	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA	100	59	30	30	30	30	30
Seq_625	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA	100	100	100	100	100	100	95
Seq_626	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	NA	100	100	100	99	99	99	52
Seq_627	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Septoglomus	NA	100	92	92	92	92	83	64
Seq_628	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora	s__terricola	100	100	100	100	100	68	68
Seq_629	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	NA	NA	100	86	83	59	57	26	26
Seq_630	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Branch06	NA	NA	NA	100	100	100	100	100	100	100
Seq_631	k__Fungi	p__Zoopagomycota	c__Zoopagomycetes	o__Zoopagales	f__Piptocephalidaceae	g__Syncephalis	s__fuscata	100	70	70	70	70	66	64
Seq_632	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA	100	99	92	92	91	90	62
Seq_633	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	s__europaea	100	100	100	100	100	100	100
Seq_634	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA	100	100	100	100	26	26	26
Seq_635	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	NA	NA	NA	100	91	89	87	24	24	24
Seq_636	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	90	48	11	11	11	11
Seq_637	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	s__yakuticum	100	100	100	100	100	100	94
Seq_638	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA	100	100	90	90	90	39	17
Seq_639	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__calospora	100	100	100	100	100	100	97
Seq_640	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__pseudensiforme	100	100	100	100	100	99	61
Seq_641	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__shandongense	100	100	100	100	100	100	86
Seq_642	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiotremataceae	g__Lophiotrema	s__rubi	100	100	100	100	100	100	100
Seq_643	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__taiwanensis	100	100	100	100	100	100	63
Seq_644	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA	100	58	54	54	54	54	8
Seq_645	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	s__sparsa	100	100	98	97	97	56	52
Seq_646	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__flavescens	100	100	100	100	100	100	96
Seq_647	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	g__Dictyocheirospora	NA	100	100	96	95	95	51	49
Seq_648	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	90	78	48	48	48	48
Seq_649	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	68	68	68	68	33	33
Seq_650	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA	100	100	100	100	100	64	47
Seq_651	k__Fungi	p__Basidiomycota	NA	NA	NA	NA	NA	100	84	22	22	22	22	22
Seq_652	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	57	33	21	21	19	19
Seq_653	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Branch06	NA	NA	NA	100	99	99	99	99	99	99
Seq_654	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA	100	96	66	57	31	25	25
Seq_655	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__babjevae	100	100	100	100	100	100	56
Seq_656	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	NA	100	100	100	100	100	99	97
Seq_657	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	NA	100	100	99	99	99	99	99
Seq_658	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	NA	NA	100	100	91	91	91	89	89
Seq_659	k__Fungi	p__Basidiomycota	c__Tremellomycetes	NA	NA	NA	NA	100	95	90	90	90	90	90
Seq_660	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cladorrhinum	s__flexuosum	100	100	100	100	100	100	100
Seq_661	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	100	100	100	100
Seq_662	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	NA	100	100	98	98	98	59	47
Seq_663	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__elongata	100	100	100	100	100	100	100
Seq_664	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	96	33	29	29	29	29
Seq_665	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium	s__marchalianum	100	100	99	99	95	95	69
Seq_666	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	NA	NA	NA	NA	100	58	53	36	35	14	14
Seq_667	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	NA	100	100	97	97	94	94	62
Seq_668	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	NA	100	99	99	99	99	99	99
Seq_669	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA	100	98	82	82	82	30	16
Seq_670	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	63	33	5	5	5	5
Seq_671	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Rhizophydiales_fam_Incertae_sedis	g__Operculomyces	s__laminatus	100	100	100	100	99	99	99
Seq_672	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	100	100	100	32	32
Seq_673	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	77	33	11	9	9	9
Seq_674	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Branch06	NA	NA	NA	100	100	100	100	100	100	100
Seq_675	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	99	99	99	90	64
Seq_676	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	87	28	5	5	5	5
Seq_677	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA	100	97	97	97	97	96	73
Seq_678	k__Fungi	NA	NA	NA	NA	NA	NA	100	43	20	20	13	13	5
Seq_679	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Hygrocybe	s__conica	100	100	100	100	100	100	90
Seq_680	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA	100	99	94	94	19	19	19
Seq_681	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Schwanniomyces	s__vanrijiae	100	100	100	100	100	100	86
Seq_682	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Torulaceae	g__Torula	s__masonii	100	99	93	93	93	93	50
Seq_683	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	NA	NA	100	100	95	95	95	72	72
Seq_684	k__Fungi	NA	NA	NA	NA	NA	NA	100	48	22	12	11	11	11
Seq_685	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	NA	100	100	100	100	100	57	35
Seq_686	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	100	87	71	38	29	11
Seq_687	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	92	44	38	38	37	37
Seq_688	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	NA	NA	NA	100	91	91	91	60	60	60
Seq_689	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cylindrocarpon	NA	100	100	99	99	96	95	95
Seq_690	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__prolifica	100	100	92	92	90	90	71
Seq_691	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	96	83	48	30	30	30
Seq_692	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	97	94	64	63	63	63
Seq_693	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__rosea	100	100	100	100	100	100	100
Seq_694	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	s__disticha	100	85	85	85	85	57	55
Seq_695	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA	100	99	92	91	60	60	60
Seq_696	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Glomus	s__macrocarpum	100	78	78	78	78	78	78
Seq_697	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Waitea	s__circinata	100	100	100	100	100	100	100
Seq_698	k__Fungi	p__Olpidiomycota	c__Olpidiomycetes	o__Olpidiales	f__Olpidiaceae	g__Olpidium	s__brassicae	100	99	99	99	99	99	99
Seq_699	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hyponectriaceae	g__Monographella	s__nivalis	100	100	99	99	93	93	93
Seq_700	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Phoma	s__bulgarica	100	100	100	100	100	81	81
Seq_701	k__Fungi	NA	NA	NA	NA	NA	NA	100	46	11	11	11	11	11
Seq_702	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cercophora	s__samala	100	100	100	100	100	100	100
Seq_703	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodosporidiobolus	s__ruineniae	100	100	100	100	100	99	85
Seq_704	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	s__fellii	100	100	100	100	100	100	99
Seq_705	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Pseudorobillarda	NA	100	100	100	100	100	100	100
Seq_706	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Exidia	NA	100	77	71	63	58	52	48
Seq_707	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	s__caledonium	100	99	99	99	99	99	95
Seq_708	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Cladorrhinum	s__flexuosum	100	100	100	100	100	100	99
Seq_709	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA	100	100	98	98	98	98	93
Seq_710	k__Fungi	NA	NA	NA	NA	NA	NA	100	43	30	27	27	27	27
Seq_711	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Phacidium	s__pseudophacidioides	100	100	100	99	99	99	60
Seq_712	k__Fungi	NA	NA	NA	NA	NA	NA	100	6	6	6	6	6	6
Seq_713	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	61	21	16	16	16	16
Seq_714	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	s__neoformans	100	100	100	100	100	100	94
Seq_715	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	63	27	19	16	16	16
Seq_716	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascobolaceae	NA	NA	100	100	100	100	100	97	97
Seq_717	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Slopeiomyces	s__cylindrosporus	100	100	100	100	100	100	100
Seq_718	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideales_fam_Incertae_sedis	g__Selenophoma	s__mahoniae	100	100	100	100	54	54	54
Seq_719	k__Fungi	NA	NA	NA	NA	NA	NA	100	41	10	10	10	10	10
Seq_720	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Minimelanolocus	NA	100	100	100	100	100	99	46
Seq_721	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	76	38	13	13	13	13
Seq_722	k__Fungi	NA	NA	NA	NA	NA	NA	100	48	20	12	12	11	11
Seq_723	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	62	37	21	21	21	21
Seq_724	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA	100	100	98	97	86	86	86
Seq_725	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae	100	98	95	95	95	95	74
Seq_726	k__Fungi	NA	NA	NA	NA	NA	NA	100	44	24	14	13	13	13
Seq_727	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Krasilnikovozyma	s__huempii	100	100	100	100	100	100	100
Seq_728	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA	100	98	87	30	20	20	16
Seq_729	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	95	47	39	39	36	36
Seq_730	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__hyalina	100	100	100	100	100	100	96
Seq_731	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	79	43	31	27	13	10
Seq_732	k__Fungi	NA	NA	NA	NA	NA	NA	100	31	29	21	21	21	21
Seq_733	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__lixii	100	100	100	100	100	100	52
Seq_734	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__argentea	100	100	100	100	61	61	61
Seq_735	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__infirmominiatum	100	100	100	100	100	100	100
Seq_736	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	72	23	18	17	17	17
Seq_737	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__fusidioides	100	100	99	99	99	99	99
Seq_738	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA	100	100	98	98	93	93	93
Seq_739	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA	100	93	57	47	47	47	47
Seq_740	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	NA	NA	NA	100	94	75	66	30	30	30
Seq_741	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Funneliformis	NA	100	98	98	98	98	98	92
Seq_742	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiotremataceae	g__Lophiotrema	s__rubi	100	100	100	100	100	100	100
Seq_743	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Gibellulopsis	s__chrysanthemi	100	100	100	62	62	56	52
Seq_744	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA	100	98	98	98	98	98	24
Seq_745	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cylindrocarpon	NA	100	98	98	97	82	62	61
Seq_746	k__Fungi	NA	NA	NA	NA	NA	NA	100	30	22	22	22	22	22
Seq_747	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Branch06	NA	NA	NA	100	100	100	100	100	100	100
Seq_748	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	NA	100	100	99	99	83	83	73
Seq_749	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	s__bellidis	100	100	100	100	100	82	71
Seq_750	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA	100	99	87	84	68	65	50
Seq_751	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__dakotense	100	100	100	100	100	100	89
Seq_752	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__nigrum	100	100	100	100	100	99	99
Seq_753	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Pseudorobillarda	NA	100	100	100	100	100	100	100
Seq_754	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	52	25	10	7	6	6
Seq_755	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	NA	100	100	95	95	95	95	60
Seq_756	k__Fungi	NA	NA	NA	NA	NA	NA	100	37	14	14	14	14	14
Seq_757	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Crocicreas	s__cyathoideum	100	100	100	100	100	100	99
Seq_758	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	100	100	100	96
Seq_759	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__opportunistica	100	100	100	100	100	100	80
Seq_760	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA	100	66	20	9	5	5	5
Seq_761	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__ligniaria	100	100	100	100	100	100	98
Seq_762	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA	100	64	64	64	64	33	33
Seq_763	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA	100	100	84	66	65	37	31
Seq_764	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__novae-zelandiae	100	100	98	98	98	98	54
Seq_765	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	100	100	82	54
Seq_766	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	NA	100	100	100	100	97	57	54
Seq_767	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__miniglutinans	100	100	100	100	100	100	97
