Seq#	Domain	Phylum	Class	Order	Family	Genus	Species	Exact species
Seq_9127	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_9128	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	NA
Seq_9129	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	NA
Seq_9130	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA	NA
Seq_9131	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9132	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	NA	NA
Seq_9133	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	NA
Seq_9134	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_9135	Bacteria	Planctomycetes	NA	NA	NA	NA	NA	NA
Seq_9136	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9137	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9138	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	NA
Seq_9139	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	NA
Seq_9140	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	NA
Seq_9141	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	NA
Seq_9142	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_9143	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA	NA
Seq_9144	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_9145	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	NA	NA
Seq_9146	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9147	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9148	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	NA
Seq_9149	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	Vicinamibacter	NA	NA
Seq_9150	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_9151	Bacteria	Acidobacteria	Subgroup 22	NA	NA	NA	NA	NA
Seq_9152	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9153	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9154	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	Luteitalea	NA	NA
Seq_9155	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_9156	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9157	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA	NA	NA
Seq_9158	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9159	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_9160	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9161	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9162	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	NA
Seq_9163	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_9164	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_9165	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_9166	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9167	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9168	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11-24	NA	NA	NA	NA
Seq_9169	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	NA
Seq_9170	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
Seq_9171	Bacteria	Actinobacteria	NA	NA	NA	NA	NA	NA
Seq_9172	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9173	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9174	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	NA	NA
Seq_9175	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA	NA
Seq_9176	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	NA	NA
Seq_9177	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9178	Bacteria	Elusimicrobia	Lineage IIb	NA	NA	NA	NA	NA
Seq_9179	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	NA
Seq_9180	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9181	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	NA
Seq_9182	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	NA	NA
Seq_9183	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	NA	NA
Seq_9184	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9185	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	NA	NA
Seq_9186	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	NA
Seq_9187	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9188	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_9189	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA	NA
Seq_9191	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA	NA	NA
Seq_9192	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	NA	NA
Seq_9193	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	NA
Seq_9194	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA	NA
Seq_9195	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	NA	NA
Seq_9196	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9197	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	NA	NA
Seq_9198	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9199	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA	NA
Seq_9200	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	NA
Seq_9201	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	NA
Seq_9202	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9203	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_9204	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	NA
Seq_9205	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	NA	NA
Seq_9206	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	NA	NA
Seq_9207	Bacteria	Gemmatimonadetes	S0134 terrestrial group	NA	NA	NA	NA	NA
Seq_9208	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9209	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9210	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9211	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9212	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_9214	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA	NA	NA
Seq_9215	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_9216	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	NA
Seq_9217	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9218	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_9219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_9220	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA	NA
Seq_9221	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9222	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	NA
Seq_9223	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9224	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA	NA
Seq_9225	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9226	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_9227	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	NA	NA
Seq_9228	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_9229	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA	NA
Seq_9230	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_9231	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	NA
Seq_9232	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_9233	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9234	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales Incertae Sedis	Stella	NA	NA
Seq_9235	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_9236	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9237	Bacteria	Acidobacteria	NA	NA	NA	NA	NA	NA
Seq_9238	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9239	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_9240	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9241	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	NA
Seq_9242	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA	NA
Seq_9243	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	NA
Seq_9244	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA	NA
Seq_9245	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9246	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_9247	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	NA	NA
Seq_9248	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	NA
Seq_9249	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	NA
Seq_9250	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA	NA	NA
Seq_9251	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9252	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	NA
Seq_9253	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_9254	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA	NA
Seq_9255	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9256	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	NA	NA
Seq_9257	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	NA
Seq_9258	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA	NA
Seq_9259	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_9260	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9261	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	NA
Seq_9262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	NA
Seq_9263	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9264	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family_7	Candidatus Ovatusbacter	NA	NA
Seq_9265	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_9266	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	NA
Seq_9267	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9268	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	NA
Seq_9269	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9270	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA	NA
Seq_9271	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9272	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11-24	NA	NA	NA	NA
Seq_9273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	NA
Seq_9274	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	NA
Seq_9275	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA	NA
Seq_9277	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	NA	NA
Seq_9278	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9279	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	NA
Seq_9280	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_9281	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	NA
Seq_9282	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	NA
Seq_9283	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA	NA
Seq_9284	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA	NA
Seq_9285	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9286	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA	NA
Seq_9287	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	NA
Seq_9288	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	NA
Seq_9289	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	NA
Seq_9290	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	NA
Seq_9291	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_9292	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	NA
Seq_9293	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9294	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9295	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9296	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_9297	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_9298	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_9299	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_9300	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9301	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	NA
Seq_9302	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_9303	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_9304	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9305	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9306	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	NA
Seq_9307	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	NA
Seq_9308	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA	NA
Seq_9309	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9310	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	NA
Seq_9311	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	NA
Seq_9312	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	NA
Seq_9313	Bacteria	Elusimicrobia	Lineage IIa	NA	NA	NA	NA	NA
Seq_9314	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	NA
Seq_9315	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11-24	NA	NA	NA	NA
Seq_9316	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	NA
Seq_9317	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA	NA
Seq_9318	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9319	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA	NA
Seq_9320	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_9321	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	NA
Seq_9322	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter	NA	NA
Seq_9323	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9324	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	NA
Seq_9325	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	NA
Seq_9326	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA	NA
Seq_9327	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA	NA
Seq_9328	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	NA	NA
Seq_9329	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	NA
Seq_9330	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	NA
Seq_9331	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA	NA	NA
Seq_9332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	NA
Seq_9333	Bacteria	Acidobacteria	Subgroup 5	NA	NA	NA	NA	NA
Seq_9334	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	NA	NA
Seq_9335	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	NA	NA	NA
Seq_9336	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	NA	NA
Seq_9337	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	NA
Seq_9338	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA	NA
Seq_9339	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	NA
Seq_9340	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
Seq_9341	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	NA	NA	NA
Seq_9342	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	NA
Seq_9343	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	NA
Seq_9344	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9345	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA	NA	NA
Seq_9346	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA	NA
Seq_9347	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	NA	NA	NA	NA	NA
Seq_9348	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA	NA	NA
Seq_9349	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9350	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	NA	NA
Seq_9351	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA	NA	NA
Seq_9352	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9353	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9354	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_9355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA	NA
Seq_9356	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA	NA
Seq_9357	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9358	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_9359	Bacteria	Planctomycetes	OM190	NA	NA	NA	NA	NA
Seq_9360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA	NA
Seq_9361	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	NA
Seq_9362	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA	NA	NA
Seq_9363	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	NA
Seq_9364	NA	NA	NA	NA	NA	NA	NA	NA
Seq_9365	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-7524	NA	NA
Seq_9366	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	NA
Seq_9367	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9368	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_9369	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family	NA	NA	NA
Seq_9370	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	NA	NA
Seq_9371	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	NA
Seq_9372	Bacteria	Rokubacteria	NC10	Rokubacteriales	NA	NA	NA	NA
Seq_9373	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Scytonema UTEX 2349	NA	NA
Seq_9374	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	NA
Seq_9375	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	NA
Seq_9376	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	NA	NA	NA
Seq_9377	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA	NA
Seq_9378	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	NA	NA
Seq_9379	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA	NA
Seq_9380	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA	NA
Seq_9381	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	NA	NA	NA
Seq_9382	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	NA
Seq_9383	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Hydrocarboniphaga	NA	NA
Seq_9384	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9385	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA	NA
Seq_9386	Bacteria	NA	NA	NA	NA	NA	NA	NA
Seq_9387	Bacteria	Bacteroidetes	Ignavibacteria	SJA-28	NA	NA	NA	NA
Seq_9388	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	NA
Seq_9389	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	NA
Seq_9390	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	NA
