"","OTU","baseMean","effect","Phylum","Class","Order","Family","Genus"
"Seq_687","Seq_687",0.0131058349164348,-0.697822272906431,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"Seq_618","Seq_618",0.0180482359894391,-0.69755328886382,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Seq_817","Seq_817",0.0230374677864985,-0.697102573896561,"Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Unclassified"
"Seq_1704","Seq_1704",0.012696951081381,0.697084451735286,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1839","Seq_1839",0.00685999927797297,0.696803984891941,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Seq_1293","Seq_1293",0.00607301182409232,0.696318426338164,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Seq_489","Seq_489",0.052062507337419,-0.696213713832802,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Seq_278","Seq_278",0.125653541241779,-0.693766985796248,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas"
"Seq_2325","Seq_2325",0.00707742548563713,0.693498918812932,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Seq_152","Seq_152",0.192814780734956,-0.692958659036767,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Seq_222","Seq_222",0.0133696658531238,0.692033505921013,"Rare","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified"
"Seq_10","Seq_10",1.38302094709667,0.690222122302127,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"Seq_103","Seq_103",0.0580710069785672,-0.688012000458973,"Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"Seq_926","Seq_926",0.0331445234822994,-0.687971384797317,"Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Seq_1442","Seq_1442",0.0109597498257315,0.687243244233284,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Seq_505","Seq_505",0.0170949153574371,-0.685343456161051,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Seq_2046","Seq_2046",0.00509529284233983,-0.681624348467851,"Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"Seq_168","Seq_168",0.0145100101374854,0.681419669300119,"Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1"
"Seq_788","Seq_788",0.0138701966506346,-0.679745581197884,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Unclassified"
"Seq_2179","Seq_2179",0.00383633434453872,-0.678456671726727,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Seq_3728","Seq_3728",0.00408562829136211,-0.678281564851549,"Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter"
"Seq_1752","Seq_1752",0.00994472059043835,-0.676989651926252,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya"
"Seq_564","Seq_564",0.00848833330405945,-0.675163567801846,"Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Seq_1466","Seq_1466",0.00640963055578387,-0.674055726312503,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Seq_1267","Seq_1267",0.0166781007403539,0.673598421359518,"Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Unclassified"
